journal,database,category,publisher,cas,is_top
Christian Bioethics,AHCI,Philosophy ,OXFORD UNIV PRESS,4,0
Christian Education Journal,ESCI;,Philosophy ,SAGE PUBLICATIONS INC,4,0
CHURCH HISTORY,AHCI,Philosophy ,CAMBRIDGE UNIV PRESS,3,0
Church History and Religious Culture,ESCI;,Philosophy ,BRILL,3,0
Cinema-Journal of Philosophy and the Moving Image,ESCI;,Philosophy ,"NEW UNIV LISBON, IFILNOVA-NOVA PHILOSOPHY INST",4,0
Cinta de Moebio,ESCI;,Philosophy ,"UNIV CHILE, FAC CIENCIAS SOCIALES",4,0
Claridades-Revista de Filosofia,ESCI;,Philosophy ,ASOC PROMOCION FILOSOFIA & CULTURA MALAGA-FICUM,4,0
Codrul Cosminului,ESCI;,Philosophy ,Stefan cel Mare Univ,4,0
Collectanea Christiana Orientalia,ESCI;,Philosophy ,EDITORIAL UNIV CORDOBA-UCOPRESS,3,0
Communio Viatorum,AHCI,Philosophy ,UNIV KARLOVA PRAZE,4,0
Comparative and Continental Philosophy,ESCI;,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
Comparative Philosophy-An International Journal of Constructive Engagement of Distinct Approaches toward World Philosophy,ESCI;,Philosophy ,SAN JOSE STATE UNIV,3,0
Comunicazione Filosofica,ESCI;,Philosophy ,SOC FILOSOFICA ITALIANA-SFI,4,0
Constelaciones-Revista de Teoria Critica,ESCI;,Philosophy ,SOC ESTUDIOS TEORIA CRITICA,4,0
Constructivist Foundations,AHCI,Philosophy ,ALEXANDER RIEGLER,3,0
Contemporary Buddhism,AHCI,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
CONTEMPORARY CHINESE THOUGHT,AHCI,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Î´ÆÀ¼¶,0
Contemporary Islam-Dynamics of Muslim Life,ESCI;,Philosophy ,SPRINGER,2,0
Contemporary Pragmatism,AHCI,Philosophy ,BRILL,4,0
Con-textos Kantianos-International Journal of Philosophy,ESCI;,Philosophy ,"CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC, INST FILOSOFIA",4,0
CONTINENTAL PHILOSOPHY REVIEW,AHCI,Philosophy ,SPRINGER,2,0
Convivium,AHCI,Philosophy ,"UNIV BARCELONA, FACULTAD FILOLOGIA",4,0
Cosmos and History-The Journal of Natural and Social Philosophy,ESCI;,Philosophy ,COSMOS PUBL COOPERATIVE,4,0
Cristianesimo nella Storia,ESCI;,Philosophy ,SOC ED IL MULINO,4,0
Critical Philosophy of Race,ESCI;,Philosophy ,PENN STATE UNIV PRESS,2,0
Critical Research on Religion,ESCI;,Philosophy ,SAGE PUBLICATIONS INC,3,0
CRITICA-REVISTA HISPANOAMERICANA DE FILOSOFIA,AHCI,Philosophy ,CRITICA,4,0
Croatian Journal of Philosophy,AHCI,Philosophy ,KRUZAK D O O,4,0
Cross Currents,ESCI;,Philosophy ,UNIV NORTH CAROLINA PRESS,4,0
Cuadernos de Bioetica,ESCI;,Philosophy ,ASOC ESPANOLA BIOETICA & ETICA MEDICA,4,0
Cuadernos de Filosofia Latinoamericana,ESCI;,Philosophy ,UNIV SANTO TOMAS,4,0
Cuestiones de Filosofia,ESCI;,Philosophy ,UNIV PEDAGOGICA & TECNOLOGICA COLOMBIA,4,0
Cultura y Religion,ESCI;,Philosophy ,"UNIV ARTURO PRAT, INST ESTUDIOS INDIGENAS",3,0
Cultura-International Journal of Philosophy of Culture and Axiology,AHCI,Philosophy ,"PETER LANG GMBH, EUROPAISCHER VERLAG WISSENSCHAFTEN",4,0
Culture and Dialogue,ESCI;,Philosophy ,BRILL,4,0
Culture and Religion,ESCI;,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Cumhuriyet Ilahiyat Dergisi-Cumhuriyet Theology Journal,ESCI;,Philosophy ,"CUMHURIYET UNIV, FAC THEOLOGY",4,0
Currents in Biblical Research,ESCI;,Philosophy ,SAGE PUBLICATIONS LTD,2,0
Daimon-Revista Internacional de Filosofia,ESCI;,Philosophy ,UNIV MURCIA,4,0
Dao-A Journal of Comparative Philosophy,AHCI,Philosophy ,SPRINGER,3,0
Dead Sea Discoveries,AHCI,Philosophy ,BRILL,1,1
Deleuze and Guattari Studies,AHCI,Philosophy ,EDINBURGH UNIV PRESS,3,0
Derrida Today,ESCI;,Philosophy ,EDINBURGH UNIV PRESS,3,0
DEUTSCHE ZEITSCHRIFT FUR PHILOSOPHIE,AHCI,Philosophy ,WALTER DE GRUYTER GMBH,4,0
Developing World Bioethics,SSCI;SCIE;,Philosophy ,WILEY,4,0
Dialog-A Journal of Theology,AHCI,Philosophy ,WILEY,4,0
DIALOGUE-CANADIAN PHILOSOPHICAL REVIEW,AHCI,Philosophy ,CAMBRIDGE UNIV PRESS,4,0
Dinbilimleri Akademik Arastirma Dergisi-Journal of Academic Research in Religious Sciences,ESCI;,Philosophy ,DINBILIMLERI AKAD ARASTIRMA MERKEZI,4,0
Diametros,ESCI;,Philosophy ,"JAGIELLONIAN UNIV, INST PHILOSOPHY",4,0
Early Science and Medicine,AHCISCIE;,Philosophy ,BRILL,2,0
Disputatio-International Journal of Philosophy,ESCI;,Philosophy ,SCIENDO,3,0
Disputatio-Philosophical Research Bulletin,ESCI;,Philosophy ,"UNIV SALAMANCA, EDICIONES",4,0
Downside Review,ESCI;,Philosophy ,SAGE PUBLICATIONS LTD,4,0
Doxa-Cuadernos de Filosofia y Derecho,ESCI;,Philosophy ,UNIV ALICANTE,4,0
Dynamis,SSCI;AHCISCIE;,Philosophy ,EDITORIAL UNIV GRANADA,4,0
Early Christianity,ESCI;,Philosophy ,MOHR SIEBECK,3,0
EARTH SCIENCES HISTORY,SSCI;SCIE;,Philosophy ,HISTORY EARTH SCIENCES SOC,4,0
Epistemology & Philosophy of Science-Epistemologiya i Filosofiya Nauki,ESCI;,Philosophy ,RUSSIAN ACAD SCIENCES-INST PHILOSOPHY,4,0
East European Jewish Affairs,AHCI,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
EASTERN BUDDHIST,AHCI,Philosophy ,EASTERN BUDDHIST SOC,4,0
Ecclesiastical Law Journal,AHCI,Philosophy ,CAMBRIDGE UNIV PRESS,4,0
Ecclesiology,ESCI;,Philosophy ,BRILL,2,0
ECONOMICS AND PHILOSOPHY,SSCI;,Philosophy ,CAMBRIDGE UNIV PRESS,2,0
ECUMENICAL REVIEW,AHCI,Philosophy ,WILEY,4,0
Ecumenica-Performance and Religion,ESCI;,Philosophy ,PENN STATE UNIV PRESS,4,0
Eikasia-Revista de Filosofia,ESCI;,Philosophy ,EIKASIA EDICIONES S L,4,0
Empedocles-European Journal for the Philosophy of Communication,ESCI;,Philosophy ,INTELLECT LTD,4,0
ENDEAVOUR,SCIE;,Philosophy ,PERGAMON-ELSEVIER SCIENCE LTD,4,0
Endoxa-Series Filosoficas,ESCI;,Philosophy ,UNIV NACL EDUCACION & DISTANCIA-UNED,4,0
Enrahonar-Quaderns de Filosofia,ESCI;,Philosophy ,UNIV AUTONOMA BARCELONA,4,0
ENVIRONMENTAL ETHICS,SSCI;,Philosophy ,ENVIRONMENTAL PHILOSOPHY INC,2,0
ENVIRONMENTAL VALUES,SSCI;,Philosophy ,SAGE PUBLICATIONS INC,1,1
Epekeina-International Journal of Ontology History and Critics,ESCI;,Philosophy ,CENTRO INT RICERCA FILOSOFICA,4,0
Ephemerides Theologicae Lovanienses,AHCI,Philosophy ,PEETERS,3,0
Episteme-A Journal of Individual and Social Epistemology,AHCI,Philosophy ,CAMBRIDGE UNIV PRESS,1,1
European Journal for Philosophy of Science,AHCISCIE;,Philosophy ,SPRINGER,2,1
Ergo-An Open Access Journal of Philosophy,AHCI,Philosophy ,MICHIGAN PUBLISHING,3,0
ERKENNTNIS,AHCI,Philosophy ,SPRINGER,2,0
Esercizi Filosofici,ESCI;,Philosophy ,"UNIV STUDI TRIESTE, DIPT FILOSOFIA",4,0
Eskiyeni,ESCI;,Philosophy ,ANADOLU ILAHIYAT AKADEMISI,4,0
Espiritu,ESCI;,Philosophy ,EDITORIAL BALMES,4,0
Estudos de Religiao,ESCI;,Philosophy ,UNIV METODISTA SAO PAULO,4,0
Estudos Kantianos,ESCI;,Philosophy ,UNESP-MARILIA,4,0
Estudos Teologicos,ESCI;,Philosophy ,ESCOLA SUPERIOR TEOLOGIA,4,0
Ethical Perspectives,SSCI;AHCI,Philosophy ,PEETERS,4,0
Ethical Theory and Moral Practice,AHCI,Philosophy ,SPRINGER,2,0
ETHICS,SSCI;AHCI,Philosophy ,UNIV CHICAGO PRESS,1,1
ETHICS & BEHAVIOR,SSCI;,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
Ethics & Bioethics,ESCI;,Philosophy ,DE GRUYTER POLAND SP Z O O,2,0
Ethics & Global Politics,SSCI;,Philosophy ,TAYLOR & FRANCIS LTD,3,0
Ethics & International Affairs,SSCI;,Philosophy ,CAMBRIDGE UNIV PRESS,2,0
Ethics and Information Technology,SSCI;AHCI,Philosophy ,SPRINGER,2,0
Ethics and the Environment,ESCI;,Philosophy ,INDIANA UNIV PRESS,4,0
Ethik in der Medizin,SCIE;,Philosophy ,SPRINGER,4,0
Etica & Politica,ESCI;,Philosophy ,"UNIV STUDI TRIESTE, EDIZIONI UNIVERSITA TRIESTE-EUT",4,0
Etikk i Praksis,SSCI;AHCI,Philosophy ,"AKADEMIKA AS, AKADEMIKA FORLAG",4,0
ETUDES PHILOSOPHIQUES,AHCI,Philosophy ,PRESSES UNIV FRANCE,4,0
ETUDES THEOLOGIQUES ET RELIGIEUSES,AHCI,Philosophy ,INST PROTESTANT THEOLOGIE,4,0
European Journal for Philosophy of Religion,AHCI,Philosophy ,EUROPEAN JOURNAL PHILOSOPHY RELIGION,Î´ÆÀ¼¶,0
European Journal of Science and Theology,ESCI;,Philosophy ,ACAD ORGANISATION ENVIRONMENTAL ENGINEERING & SUSTAINABLE DEV,4,0
European Journal of Analytic Philosophy,ESCI;,Philosophy ,"UNIV RIJEKA, FAC HUMANITIES SOCIAL SCIENCES",4,0
European Journal of Jewish Studies,AHCI,Philosophy ,BRILL,3,0
EUROPEAN JOURNAL OF PHILOSOPHY,AHCI,Philosophy ,WILEY,2,0
European Journal of Pragmatism and American Philosophy,ESCI;,Philosophy ,ASSOC CULTURALE PRAGMA,4,0
Foundations of Science,AHCISCIE;,Philosophy ,SPRINGER,4,0
European Judaism-A Journal for the New Europe,ESCI;,Philosophy ,BERGHAHN JOURNALS,4,0
Exchange-Journal of Contemporary Christianities in Context,AHCI,Philosophy ,BRILL,3,0
EXPOSITORY TIMES,AHCI,Philosophy ,SAGE PUBLICATIONS LTD,4,0
Faith and Philosophy,ESCI;,Philosophy ,PHILOSOPHY DOCUMENTATION CENTER,3,0
Feminist Theology,AHCI,Philosophy ,SAGE PUBLICATIONS LTD,4,0
Fieldwork in Religion,ESCI;,Philosophy ,EQUINOX PUBLISHING LTD,4,0
Filosofia Politica,ESCI;,Philosophy ,SOC ED IL MULINO,4,0
Filosofia Unisinos,AHCI,Philosophy ,UNIV DO VALE DO RIO DOS SINOS,4,0
FILOSOFICKY CASOPIS,AHCI,Philosophy ,FILOSOFICKY CASOPIS INST PHILOSOPHY,4,0
Filosofiya-Philosophy,ESCI;,Philosophy ,NATSIONALNO IZDATELSTVO AZ BUKI,4,0
Filosofskii Zhurnal,ESCI;,Philosophy ,RUSSIAN ACAD SCIENCES-INST PHILOSOPHY,4,0
FILOZOFIA,AHCI,Philosophy ,INST PHILOSOPHY SLOVAK ACAD SCIENCES & INST PHILOSOPHY CZECH ACAD SCIENCES,4,0
Filozofia Nauki,AHCI,Philosophy ,"WARSAW UNIV, INST PHILOSOPHY",4,0
Filozofska Istrazivanja,AHCI,Philosophy ,CROATIAN PHILOSOPHICAL SOC,4,0
FILOZOFSKI VESTNIK,AHCI,Philosophy ,ZRC PUBLISHING,4,0
Historical Records of Australian Science,AHCISCIE;,Philosophy ,CSIRO PUBLISHING,4,0
Frontiers of Philosophy in China,ESCI;,Philosophy ,HIGHER EDUCATION PRESS,4,0
GIORNALE CRITICO DELLA FILOSOFIA ITALIANA,AHCI,Philosophy ,CASA EDITRICE G C SANSONI SPA,4,0
Global Journal Al-Thaqafah,ESCI;,Philosophy ,UNIV SULTAN AZLAN SHAH,4,0
Global Philosophy,AHCI,Philosophy ,SPRINGER,4,0
Gosudarstvo Religiya Tserkov v Rossii i za Rubezhom,ESCI;,Philosophy ,RUSSIAN PRESIDENTIAL ACAD NATL ECONOMY & PUBLIC ADM (RANEPA),4,0
Grazer Philosophische Studien-International Journal for Analytic Philosophy,ESCI;,Philosophy ,BRILL,4,0
Griot-Revista de Filosofia,ESCI;,Philosophy ,"UNIV FED RECONCAVO BAHIA, CENTRO FORMACAO PROFESSORES",4,0
Hagiographica,ESCI;,Philosophy ,SISMEL EDIZIONI GALLUZZO,3,0
HARVARD THEOLOGICAL REVIEW,AHCI,Philosophy ,CAMBRIDGE UNIV PRESS,2,0
Haser-Revista Internacional de Filosofia Aplicada,ESCI;,Philosophy ,"UNIV SEVILLA, EDITORIAL",4,0
HASTINGS CENTER REPORT,SSCI;SCIE;,Philosophy ,WILEY,3,0
Health and History,ESCI;,Philosophy ,AUSTRALIAN & NEW ZEALAND SOC HISTORY MEDICINE,4,0
HEALTH CARE ANALYSIS,SSCI;,Philosophy ,SPRINGER,3,0
Hebrew Bible and Ancient Israel,ESCI;,Philosophy ,MOHR SIEBECK,3,0
HEC Forum,SSCI;,Philosophy ,SPRINGER,4,0
HEGEL-STUDIEN,AHCI,Philosophy ,FELIX MEINER VERLAG,3,0
HEYTHROP JOURNAL,AHCI,Philosophy ,WILEY,4,0
Hispania Sacra,AHCI,Philosophy ,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC,3,0
Historia Ciencias Saude-Manguinhos,AHCI,Philosophy ,FUNDACO OSWALDO CRUZ,4,0
HISTORIA MATHEMATICA,SSCI;AHCISCIE;,Philosophy ,ACADEMIC PRESS INC ELSEVIER SCIENCE,3,0
Historical Studies in the Natural Sciences,SSCI;AHCISCIE;,Philosophy ,UNIV CALIFORNIA PRESS,2,0
HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,SSCI;AHCISCIE;,Philosophy ,SPRINGER INT PUBL AG,3,0
HISTORY AND PHILOSOPHY OF LOGIC,AHCISCIE;,Philosophy ,TAYLOR & FRANCIS LTD,3,0
History of Geo- and Space Sciences,SSCI;SCIE;,Philosophy ,COPERNICUS GESELLSCHAFT MBH,4,0
HISTORY OF EUROPEAN IDEAS,AHCI,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2,0
HISTORY OF SCIENCE,SSCI;AHCISCIE;,Philosophy ,SAGE PUBLICATIONS LTD,1,1
History of Philosophy & Logical Analysis,ESCI;,Philosophy ,BRILL,4,0
HISTORY OF PSYCHIATRY,SSCI;,Philosophy ,SAGE PUBLICATIONS LTD,4,0
HISTORY OF RELIGIONS,AHCI,Philosophy ,UNIV CHICAGO PRESS,3,0
History of science and technology,ESCI;,Philosophy ,SUIT Publishing,4,0
HOPOS-The Journal of the International Society for the History of Philosophy of Science,ESCI;,Philosophy ,UNIV CHICAGO PRESS,3,0
Hitit Theology Journal,ESCI;,Philosophy ,HITIT UNIV,4,0
Hobbes Studies,ESCI;,Philosophy ,BRILL,4,0
INDIAN JOURNAL OF HISTORY OF SCIENCE,ESCI;,Philosophy ,INDIAN NATL SCIENCE ACAD,4,0
HORIZONS,AHCI,Philosophy ,CAMBRIDGE UNIV PRESS,3,0
Horizons in Biblical Theology,ESCI;,Philosophy ,BRILL,4,0
Horizonte-Revista de Estudos de Teologia e Ciencias da Religiao,ESCI;,Philosophy ,EDITORA PUC MINAS,4,0
HTS Teologiese Studies-Theological Studies,AHCI,Philosophy ,AOSIS,Î´ÆÀ¼¶,0
HUMAN STUDIES,SSCI;,Philosophy ,SPRINGER,3,0
Humana Mente-Journal of Philosophical Studies,ESCI;,Philosophy ,EDIZIONI ETS,3,0
Hume Studies,AHCI,Philosophy ,HUME SOCIETY,2,0
HUSSERL STUDIES,AHCI,Philosophy ,SPRINGER,1,1
Hybris-Revista de Filosofia,ESCI;,Philosophy ,CENTRO ALTOS ESTUDIOS FILOSOFICOS & CIENCIAS SOCIALES-CENALTES,4,0
Hypatia-A Journal of Feminist Philosophy,SSCI;AHCI,Philosophy ,CAMBRIDGE UNIV PRESS,2,0
IDEALISTIC STUDIES,AHCI,Philosophy ,PHILOSOPHY DOCUMENTATION CENTER,3,0
Ideas y Valores,AHCI,Philosophy ,"UNIV NAC COLOMBIA, FAC CIENCIAS HUMANAS",4,0
Identidade,ESCI;,Philosophy ,ESCOLA SUPERIOR TEOLOGIA,4,0
IEEE ANNALS OF THE HISTORY OF COMPUTING,AHCISCIE;,Philosophy ,IEEE COMPUTER SOC,3,0
Ignaziana-Rivista di Ricerca Teologica,ESCI;,Philosophy ,CENTRO SPIRITUALITA IGNAZIANA-NAPLES,4,0
Ilahiyat Studies-A Journal on Islamic and Religious Studies,ESCI;,Philosophy ,BURSA ILAHIYAT VAKFI,4,0
Ilahiyat Tetkikleri Dergisi-Journal of Ilahiyat Researches,ESCI;,Philosophy ,ATATURK UNIV,4,0
Ilu-Revista de Ciencias de las Religiones,ESCI;,Philosophy ,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",4,0
Implicit Religion,ESCI;,Philosophy ,EQUINOX PUBLISHING LTD,4,0
In die Skriflig-In Luce Verbi,ESCI;,Philosophy ,AOSIS,4,0
International Studies in the Philosophy of Science,AHCI,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Î´ÆÀ¼¶,0
Indonesian Journal of Islam and Muslim Societies,ESCI;,Philosophy ,INST AGAMA ISLAM NEGERI-IAIN SALATIGA,3,0
Informal Logic,AHCI,Philosophy ,"UNIV WINDSOR, DEPT PHILOSOPHY",3,0
Ingenium-Revista Electronica de Pensamiento Moderno y Metodologia en Historia de la Ideas,ESCI;,Philosophy ,"UNIV COMPLUTENSE MADRID, SERVICIO PUBLICACIONES",3,0
Innes Review,ESCI;,Philosophy ,EDINBURGH UNIV PRESS,4,0
INQUIRY-AN INTERDISCIPLINARY JOURNAL OF PHILOSOPHY,SSCI;AHCI,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2,0
Intellectual Discourse,ESCI;,Philosophy ,"INT ISLAMIC UNIV MALAYSIA, PRESS RESEARCH MANAGEMENT CENTER",4,0
Interdisciplinary Journal for Religion and Transformation in Contemporary Society,ESCI;,Philosophy ,BRILL,4,0
International Bulletin of Mission Research,ESCI;,Philosophy ,SAGE PUBLICATIONS INC,4,0
INTERNATIONAL JOURNAL FOR PHILOSOPHY OF RELIGION,AHCI,Philosophy ,SPRINGER,3,0
International Journal for the History of Engineering & Technology,ESCI;,Philosophy ,TAYLOR & FRANCIS LTD,4,0
International Journal for the Psychology of Religion,SSCI;AHCI,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
International Journal for the Study of Skepticism,ESCI;,Philosophy ,BRILL,4,0
International Journal for the Study of the Christian Church,ESCI;,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
International Journal of Buddhist Thought & Culture,ESCI;,Philosophy ,"DONGGUK UNIV, ACAD BUDDHIST STUDIES",3,0
International Journal of Childrens Spirituality,AHCI,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",2,0
International Journal of Chinese & Comparative Philosophy of Medicine,ESCI;,Philosophy ,GLOBAL SCHOLARLY PUBLICATIONS,4,0
International Journal of Christianity & Education,ESCI;,Philosophy ,SAGE PUBLICATIONS LTD,4,0
International Journal of Ethics Education,ESCI;,Philosophy ,SPRINGERNATURE,4,0
International Journal of Feminist Approaches To Bioethics,SSCI;,Philosophy ,UNIV TORONTO PRESS INC,4,0
International Journal of Hindu Studies,AHCI,Philosophy ,SPRINGER,3,0
International Journal of Islamic Thought,ESCI;,Philosophy ,"UNIV KEBANGSAAN MALAYSIA, FAC SCIENCE & TECHNOLOGY",3,0
International Journal of Latin American Religions,ESCI;,Philosophy ,SPRINGERNATURE,2,0
INTERNATIONAL JOURNAL OF PHILOSOPHICAL STUDIES,AHCI,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",3,0
International Journal of Philosophy and Theology,ESCI;,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",4,0
International Journal of Practical Theology,ESCI;,Philosophy ,WALTER DE GRUYTER GMBH,4,0
International Journal of Public Theology,AHCI,Philosophy ,BRILL,4,0
International Journal of Sino-Western Studies,ESCI;,Philosophy ,NORDIC FORUM SINO-WESTERN STUDIES,Î´ÆÀ¼¶,0
International Journal of Systematic Theology,AHCI,Philosophy ,WILEY,Î´ÆÀ¼¶,0
International Journal of Technoethics,ESCI;,Philosophy ,IGI GLOBAL,Î´ÆÀ¼¶,0
International Journal of the Platonic Tradition,AHCI,Philosophy ,BRILL,Î´ÆÀ¼¶,0
INTERNATIONAL PHILOSOPHICAL QUARTERLY,AHCI,Philosophy ,PHILOSOPHY DOCUMENTATION CENTER,Î´ÆÀ¼¶,0
International Review of Information Ethics,ESCI;,Philosophy ,INT CENTER INFORMATION ETHICS,Î´ÆÀ¼¶,0
International Review of Mission,ESCI;,Philosophy ,WILEY,Î´ÆÀ¼¶,0
International Studies in Catholic Education,ESCI;,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Î´ÆÀ¼¶,0
Journal for General Philosophy of Science,AHCI,Philosophy ,SPRINGER,Î´ÆÀ¼¶,0
Internationale Katholische Zeitschrift Communio,ESCI;,Philosophy ,SCHWABENVERLAG AG,Î´ÆÀ¼¶,0
INTERPRETATION-A JOURNAL OF BIBLE AND THEOLOGY,AHCI,Philosophy ,SAGE PUBLICATIONS INC,Î´ÆÀ¼¶,0
Interpretation-A Journal of Political Philosophy,AHCI,Philosophy ,"INTERPRETATION, INC",Î´ÆÀ¼¶,0
Investigaciones Fenomenologicas,ESCI;,Philosophy ,UNIV NACL EDUCACION & DISTANCIA-UNED,Î´ÆÀ¼¶,0
Iride-Filosofia e Discussione Pubblica,ESCI;,Philosophy ,SOC ED IL MULINO,Î´ÆÀ¼¶,0
Irish Theological Quarterly,AHCI,Philosophy ,SAGE PUBLICATIONS LTD,Î´ÆÀ¼¶,0
Isegoria,AHCI,Philosophy ,CONSEJO SUPERIOR INVESTIGACIONES CIENTIFICAS-CSIC,Î´ÆÀ¼¶,0
ISIS,SSCI;AHCISCIE;,Philosophy ,UNIV CHICAGO PRESS,Î´ÆÀ¼¶,0
Islam and Christian-Muslim Relations,AHCI,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Î´ÆÀ¼¶,0
Islamic Africa,AHCI,Philosophy ,BRILL,Î´ÆÀ¼¶,0
Islamic Law and Society,AHCI,Philosophy ,BRILL,Î´ÆÀ¼¶,0
Islamiyyat-The International Journal of Islamic Studies,ESCI;,Philosophy ,PENERBIT UNIV KEBANGSAAN MALAYSIA,Î´ÆÀ¼¶,0
ISLAM-ZEITSCHRIFT FUR GESCHICHTE UND KULTUR DES ISLAMISCHEN ORIENTS,AHCI,Philosophy ,WALTER DE GRUYTER GMBH,Î´ÆÀ¼¶,0
JAPANESE JOURNAL OF RELIGIOUS STUDIES,AHCI,Philosophy ,NANZAN INST RELIGION CULTURE,Î´ÆÀ¼¶,0
Journal for the Cognitive Science of Religion,ESCI;,Philosophy ,EQUINOX PUBLISHING LTD,Î´ÆÀ¼¶,0
Journal for the Academic Study of Religion,ESCI;,Philosophy ,EQUINOX PUBLISHING LTD,Î´ÆÀ¼¶,0
Journal of Law and the Biosciences,SSCI;SCIE;,Philosophy ,OXFORD UNIV PRESS,Î´ÆÀ¼¶,0
JOURNAL FOR THE HISTORY OF ASTRONOMY,AHCISCIE;,Philosophy ,SAGE PUBLICATIONS LTD,Î´ÆÀ¼¶,0
Journal for the History of Modern Theology-Zeitschrift fur Neuere Theologiegeschichte,ESCI;,Philosophy ,WALTER DE GRUYTER GMBH,Î´ÆÀ¼¶,0
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,SSCI;AHCI,Philosophy ,WILEY,Î´ÆÀ¼¶,0
Journal for the Study of Christian Culture,ESCI;,Philosophy ,"INST STUDY CHRISTIAN CULTURE, RENMIN UNIV CHINA",Î´ÆÀ¼¶,0
Journal for the Study of Judaism,AHCI,Philosophy ,BRILL,Î´ÆÀ¼¶,0
Journal for the Study of Religion,ESCI;,Philosophy ,ASSOC STUDY RELIGION SOUTHERN AFRICA,Î´ÆÀ¼¶,0
Journal for the Study of Religion Nature and Culture,ESCI;,Philosophy ,EQUINOX PUBLISHING LTD,Î´ÆÀ¼¶,0
JOURNAL FOR THE STUDY OF RELIGIONS AND IDEOLOGIES,AHCI,Philosophy ,UNIV BABES-BOLYAI,Î´ÆÀ¼¶,0
Journal for the Study of Spirituality,ESCI;,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Î´ÆÀ¼¶,0
Journal for the Study of the Historical Jesus,AHCI,Philosophy ,BRILL,Î´ÆÀ¼¶,0
Journal for the Study of the New Testament,AHCI,Philosophy ,SAGE PUBLICATIONS LTD,Î´ÆÀ¼¶,0
Journal for the Study of the Old Testament,AHCI,Philosophy ,SAGE PUBLICATIONS LTD,Î´ÆÀ¼¶,0
Journal for the Study of the Pseudepigrapha,ESCI;,Philosophy ,SAGE PUBLICATIONS LTD,Î´ÆÀ¼¶,0
Journal of Academic Ethics,ESCI;,Philosophy ,SPRINGER,Î´ÆÀ¼¶,0
Journal of Aesthetics and Phenomenology,ESCI;,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Î´ÆÀ¼¶,0
Journal of African American Studies,ESCI;,Philosophy ,SPRINGER,Î´ÆÀ¼¶,0
Journal of Africana Religions,ESCI;,Philosophy ,PENN STATE UNIV PRESS,Î´ÆÀ¼¶,0
JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS,SSCI;AHCISCIE;,Philosophy ,SPRINGER,Î´ÆÀ¼¶,0
Journal of Al-Tamaddun,ESCI;,Philosophy ,"UNIV MALAYA, ACAD ISLAMIC STUDIES",Î´ÆÀ¼¶,0
Journal of Ancient Judaism,ESCI;,Philosophy ,BRILL,Î´ÆÀ¼¶,0
Journal of Ancient Near Eastern Religions,AHCI,Philosophy ,BRILL,Î´ÆÀ¼¶,0
Journal of Anglican Studies,AHCI,Philosophy ,CAMBRIDGE UNIV PRESS,Î´ÆÀ¼¶,0
Journal of Applied Hermeneutics,ESCI;,Philosophy ,"UNIV CALGARY, FAC NURSING",Î´ÆÀ¼¶,0
Journal of Applied Philosophy,SSCI;AHCI,Philosophy ,WILEY,Î´ÆÀ¼¶,0
Journal of Beliefs & Values-Studies in Religion & Education,SSCI;AHCI,Philosophy ,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",Î´ÆÀ¼¶,0
JOURNAL OF BIBLICAL LITERATURE,AHCI,Philosophy ,SOC BIBLICAL LITERATURE,Î´ÆÀ¼¶,0
Journal of Bioethical Inquiry,SSCI;SCIE;,Philosophy ,SPRINGER,Î´ÆÀ¼¶,0
JOURNAL OF BUSINESS ETHICS,SSCI;,Philosophy ,SPRINGER,Î´ÆÀ¼¶,0
